org.apache.hadoop.hdfs.util.TestCombinedHostsFileReader	1118.0	4674.0	16.0	261.0
org.apache.hadoop.hdfs.util.HostsFileWriter	1370.0	5165.0	24.0	313.0
org.apache.hadoop.hdfs.util.TestBestEffortLongFile	1264.0	5383.0	26.0	323.0
org.apache.hadoop.hdfs.util.TestXMLUtils	1270.0	5625.0	17.0	360.0
org.apache.hadoop.hdfs.util.TestMD5FileUtils	1409.0	5883.0	22.0	369.0
org.apache.hadoop.hdfs.util.TestDiff	2208.0	7212.0	42.0	448.0
org.apache.hadoop.hdfs.qjournal.MiniJournalCluster	662.0	843.0	32.0	168.0
org.apache.hadoop.hdfs.qjournal.MiniQJMHACluster	589.0	1359.0	27.0	220.0
org.apache.hadoop.hdfs.qjournal.TestNNWithQJM	707.0	2010.0	21.0	264.0
org.apache.hadoop.hdfs.qjournal.QJMTestUtil	879.0	2633.0	36.0	339.0
org.apache.hadoop.hdfs.qjournal.TestSecureNNWithQJM	1125.0	3423.0	20.0	423.0
org.apache.hadoop.hdfs.qjournal.TestMiniJournalCluster	702.0	3543.0	18.0	416.0
org.apache.hadoop.hdfs.shortcircuit.TestShortCircuitLocalRead	656	656	656	656
org.apache.hadoop.hdfs.shortcircuit.TestShortCircuitCache	791	791	791	791
org.apache.hadoop.hdfs.tools.TestStoragePolicyCommands	384.0	646.0	19.0	98.0
org.apache.hadoop.hdfs.tools.TestDFSHAAdminMiniCluster	694.0	1606.0	22.0	199.0
org.apache.hadoop.hdfs.tools.TestDFSHAAdmin	1389.0	3434.0	31.0	313.0
org.apache.hadoop.hdfs.tools.TestGetGroups	711.0	3408.0	17.0	276.0
org.apache.hadoop.hdfs.tools.TestDFSAdminWithHA	1394.0	4606.0	24.0	364.0
org.apache.hadoop.hdfs.tools.TestDebugAdmin	1358.0	5337.0	26.0	408.0
org.apache.hadoop.hdfs.tools.TestDFSAdmin	2679.0	7797.0	37.0	602.0
org.apache.hadoop.hdfs.tools.TestDFSZKFailoverController	2122.0	8674.0	31.0	639.0
org.apache.hadoop.hdfs.tools.TestGetConf	2829.0	10676.0	36.0	775.0
org.apache.hadoop.hdfs.web.TestWebHdfsFileSystemContract	606	606	606	606
org.apache.hadoop.hdfs.web.TestWebHDFS	1203	1203	1203	1203
org.apache.hadoop.hdfs.web.TestHftpFileSystem	1059.0	1693.0	28.0	242.0
org.apache.hadoop.hdfs.web.TestHttpsFileSystem	663.0	2091.0	18.0	236.0
org.apache.hadoop.hdfs.web.TestWebHDFSAcl	455.0	2175.0	16.0	244.0
org.apache.hadoop.hdfs.web.TestWebHdfsWithAuthenticationFilter	642.0	2473.0	23.0	273.0
org.apache.hadoop.hdfs.web.TestWebHdfsTimeouts	1198.0	3498.0	31.0	380.0
org.apache.hadoop.hdfs.web.WebHdfsTestUtil	912.0	3795.0	23.0	390.0
org.apache.hadoop.hdfs.web.TestFSMainOperationsWebHdfs	1338.0	4762.0	33.0	478.0
org.apache.hadoop.hdfs.web.TestJsonUtil	1684.0	6081.0	30.0	641.0
org.apache.hadoop.hdfs.web.TestWebHdfsWithRestCsrfPreventionFilter	1431.0	6521.0	26.0	622.0
org.apache.hadoop.hdfs.web.TestHttpFSPorts	1322.0	6800.0	16.0	631.0
org.apache.hadoop.hdfs.web.TestWebHDFSXAttr	1226.0	6825.0	13.0	626.0
